订单ID,开票日期,合伙人ID,上级合伙人ID,开票金额
1482,22/07/2019,620,52,207347
1483,22/07/2019,621,52,673500
2436,09/09/2019,622,52,214592.27
3868,05/11/2019,622,52,213903.74
2552,17/09/2019,623,52,500000
2996,29/09/2019,623,52,500000
4667,28/11/2019,623,1978,501800
4926,06/12/2019,623,1978,1793404.49
2555,18/09/2019,624,52,99900
2697,23/09/2019,625,52,285472
3393,21/10/2019,625,52,701405.27
3537,23/10/2019,625,52,497352
3629,24/10/2019,625,52,107216.48
3789,31/10/2019,625,52,277104
3844,04/11/2019,625,1975,16447.9
3899,06/11/2019,625,1975,261050
3995,11/11/2019,625,1975,22162.14
4061,13/11/2019,625,1975,393300
4500,26/11/2019,625,1975,115545.64
4668,28/11/2019,625,1975,357236
5805,25/12/2019,625,1975,88602.7
2852,26/09/2019,626,52,127950
2927,28/09/2019,627,52,839773
3625,24/10/2019,628,52,3010510.6
3957,08/11/2019,628,52,501003.4
4034,12/11/2019,628,52,1065028.03
4761,29/11/2019,628,52,1066098.08
3684,25/10/2019,629,52,9714.85
3770,30/10/2019,629,52,15503.02
4113,15/11/2019,629,52,54925.52
4236,20/11/2019,629,52,80082.39
5339,18/12/2019,629,52,164636.64
3685,25/10/2019,630,52,1021.12
3769,30/10/2019,630,52,36904.93
4111,15/11/2019,630,52,15292.09
4234,20/11/2019,630,52,23244.72
5336,18/12/2019,630,52,42482.02
3788,31/10/2019,631,52,243800
4588,27/11/2019,631,52,56000
5284,17/12/2019,631,52,56167.04
6033,27/12/2019,631,52,56000
4109,15/11/2019,632,52,724721
5005,10/12/2019,632,52,405870.75
6219,30/12/2019,632,52,240915.4
4224,20/11/2019,633,52,183098
4412,25/11/2019,634,52,53870.28
4269,21/11/2019,635,52,200000
4499,26/11/2019,635,52,263000
4487,26/11/2019,636,52,198000
4757,29/11/2019,636,52,200000
5486,20/12/2019,636,52,600000
4419,25/11/2019,637,52,835555
4750,29/11/2019,638,52,72566.78
5589,23/12/2019,638,52,100000
4662,28/11/2019,639,52,355862
4752,29/11/2019,640,52,622020.55
4755,29/11/2019,641,52,117600
5061,11/12/2019,641,52,2387152.55
5112,12/12/2019,641,52,1304313.4
5163,13/12/2019,642,52,1699713.87
5244,17/12/2019,643,52,100800
5442,20/12/2019,643,52,99750
5321,18/12/2019,644,52,166980
5165,13/12/2019,645,52,515834.55
5417,19/12/2019,646,52,123465.84
5419,19/12/2019,647,52,1296745.48
5591,23/12/2019,647,52,166799.28
5117,12/12/2019,648,52,30400
5118,12/12/2019,649,52,1170798.75
6018,27/12/2019,650,52,2700000
6093,28/12/2019,651,52,414200.01
6021,27/12/2019,652,52,793567.5
6095,28/12/2019,653,52,145099.29
5489,20/12/2019,654,52,286050
6099,28/12/2019,655,52,73020.55
6220,30/12/2019,656,52,108800
3397,22/10/2019,657,442,891577
3398,22/10/2019,657,442,924000
4239,21/11/2019,657,442,325670
3544,24/10/2019,658,442,20000
2235,29/08/2019,659,1363,280997
3465,23/10/2019,659,1363,297500
2722,24/09/2019,660,1912,159000
2884,27/09/2019,660,1912,230000
3078,10/10/2019,660,1912,720000
4547,27/11/2019,661,1912,120767.85
5096,12/12/2019,662,1912,18000
3207,15/10/2019,663,1913,3600
856,30/05/2019,664,1914,60521
1007,17/06/2019,664,1914,149906.29
1473,22/07/2019,664,1914,115902.64
2351,02/09/2019,664,1914,174127.54
2668,23/09/2019,664,1914,85650.29
1321,08/07/2019,665,1915,157360
1866,12/08/2019,665,1915,120960
2263,29/08/2019,665,1915,174127.54
2455,10/09/2019,665,1915,89687.54
3077,10/10/2019,665,1915,37002
134,20/02/2019,666,1916,189483.9
135,20/02/2019,666,1916,108470
235,20/03/2019,666,1916,204000
326,28/03/2019,666,1916,99250
327,28/03/2019,666,1916,261250
438,17/04/2019,666,1916,211800
995,14/06/2019,666,1916,262150
1818,07/08/2019,666,1916,371600
2551,17/09/2019,666,1916,358800
988,14/06/2019,667,1917,35000
1493,23/07/2019,667,1917,51300
1672,30/07/2019,667,1917,50213
3571,24/10/2019,667,1917,100440
4380,25/11/2019,667,1917,82330
5371,19/12/2019,667,1917,50592
2450,10/09/2019,668,1917,2816
6217,30/12/2019,669,50,823030
782,28/05/2019,669,674,202485
812,29/05/2019,669,674,300290
1141,26/06/2019,669,674,503335
1504,24/07/2019,669,674,607870
1624,29/07/2019,669,674,282360
2188,28/08/2019,669,674,696975
2853,27/09/2019,669,674,704430
3711,29/10/2019,669,674,416445
4589,28/11/2019,669,674,448465
1076,24/06/2019,670,674,285800
1484,23/07/2019,670,674,242000
2003,21/08/2019,670,674,460400
2295,30/08/2019,670,674,236100
2808,26/09/2019,670,674,499800
3463,23/10/2019,670,674,1034470
3918,07/11/2019,671,50,24498.42
3987,11/11/2019,671,50,94825.79
4028,12/11/2019,671,50,202576.57
4103,15/11/2019,671,50,567262.89
4149,18/11/2019,671,50,624656.81
4194,19/11/2019,671,50,100633.56
4221,20/11/2019,671,50,128088.67
4260,21/11/2019,671,50,227138.35
4318,22/11/2019,671,50,261351.61
4403,25/11/2019,671,50,176240.75
4475,26/11/2019,671,50,302111.93
4572,27/11/2019,671,50,1109303.05
4736,29/11/2019,671,50,464467
4779,02/12/2019,671,1918,144667.28
4814,03/12/2019,671,1918,685997.95
4853,04/12/2019,671,1918,445005.28
4914,06/12/2019,671,1918,137557.54
4961,09/12/2019,671,1918,148891.21
4996,10/12/2019,671,1918,2639.92
5051,11/12/2019,671,1918,135884.87
5105,12/12/2019,671,1918,205865.82
5215,16/12/2019,671,1918,63357.96
5273,17/12/2019,671,1918,384154.11
5313,18/12/2019,671,1918,403653.62
5406,19/12/2019,671,1918,3167.89
5479,20/12/2019,671,1918,900715.21
5574,23/12/2019,671,1918,1050153.17
5667,24/12/2019,671,1918,372006.22
5776,25/12/2019,671,1918,467898.57
5881,26/12/2019,671,1918,759098.61
6212,30/12/2019,671,1918,198413.89
3808,01/11/2019,672,50,12988.39
3838,04/11/2019,672,50,4751.85
3894,06/11/2019,672,50,12143.61
3917,07/11/2019,672,50,14889.2
3951,08/11/2019,672,50,9714.88
4029,12/11/2019,672,50,177930.1
4222,20/11/2019,672,50,55966.21
4404,25/11/2019,672,50,15839.5
4573,27/11/2019,672,50,41921.85
4738,29/11/2019,672,50,17423.44
4780,02/12/2019,672,1918,43294.61
4813,03/12/2019,672,1918,71488.83
4851,04/12/2019,672,1918,20274.55
4915,06/12/2019,672,1918,15839.49
5102,12/12/2019,672,1918,12671.58
5161,13/12/2019,672,1918,4577.08
5216,16/12/2019,672,1918,11087.65
5480,20/12/2019,672,1918,124603.85
5668,24/12/2019,672,1918,14255.55
5778,25/12/2019,672,1918,5596.62
5884,26/12/2019,672,1918,35691.66
5994,27/12/2019,672,1918,296261.88
2983,29/09/2019,672,2143,4751.85
3187,14/10/2019,672,2143,4857.44
3255,16/10/2019,672,2143,4857.44
3514,23/10/2019,672,2143,13199.58
3670,25/10/2019,672,2143,125026.24
3735,29/10/2019,672,2143,15205.92
3734,29/10/2019,673,50,98891.24
3784,31/10/2019,673,50,11879.62
3810,01/11/2019,673,50,61826.81
3839,04/11/2019,673,50,51267.16
3862,05/11/2019,673,50,93104.55
3893,06/11/2019,673,50,36430.84
3919,07/11/2019,673,50,66209.09
3949,08/11/2019,673,50,193664.24
4054,13/11/2019,673,50,285997.9
4102,15/11/2019,673,50,72650.48
4151,18/11/2019,673,50,182080.27
4195,19/11/2019,673,50,8130.94
4219,20/11/2019,673,50,102333.7
4259,21/11/2019,673,50,214941.99
4316,22/11/2019,673,50,137592.37
4570,27/11/2019,673,50,536789.9
4739,29/11/2019,673,50,131478.35
4782,02/12/2019,673,1918,73495.23
4816,03/12/2019,673,1918,240232.32
4854,04/12/2019,673,1918,29355.87
4887,05/12/2019,673,1918,26504.75
4916,06/12/2019,673,1918,1055.97
4999,10/12/2019,673,1918,63780.38
5052,11/12/2019,673,1918,56335.8
5104,12/12/2019,673,1918,397106.66
5217,16/12/2019,673,1918,41921.87
5274,17/12/2019,673,1918,6863.78
5311,18/12/2019,673,1918,115733.88
5476,20/12/2019,673,1918,84266.21
5477,20/12/2019,673,1918,351193.18
5575,23/12/2019,673,1918,373695.89
5669,24/12/2019,673,1918,340306.2
5779,25/12/2019,673,1918,45142.57
5885,26/12/2019,673,1918,114392.81
5995,27/12/2019,673,1918,1055.97
6210,30/12/2019,673,1918,3695.88
553,29/04/2019,674,50,313600
779,27/05/2019,674,50,340000
1023,18/06/2019,674,50,340000
1589,26/07/2019,674,50,386308
2095,23/08/2019,674,50,497826
2578,18/09/2019,674,50,205632
2986,29/09/2019,674,50,226176
3516,23/10/2019,674,50,537168
4479,26/11/2019,674,50,411536
6003,27/12/2019,674,1918,552896
340,29/03/2019,675,1919,1503001
2847,26/09/2019,676,1920,2001000
3920,07/11/2019,677,1920,500030.5
5411,19/12/2019,677,1920,100050
4152,18/11/2019,678,1920,320000
4483,26/11/2019,678,1920,261000
6010,27/12/2019,678,1920,315000
4482,26/11/2019,679,1920,151710
5413,19/12/2019,679,1920,167500
4229,20/11/2019,680,1920,366000
5328,18/12/2019,680,1920,626500
4489,26/11/2019,681,1920,736773.74
4665,28/11/2019,681,1920,468694.35
5408,19/12/2019,681,1920,550067.4
5586,23/12/2019,681,1920,808475.3
5588,23/12/2019,682,1920,420000
6012,27/12/2019,682,1920,434000
5675,24/12/2019,683,1920,34000
5676,24/12/2019,684,1920,102000
5677,24/12/2019,685,1920,836000
5898,26/12/2019,686,1920,647606.04
4267,21/11/2019,687,1921,203760
5592,23/12/2019,687,1921,225097
4558,27/11/2019,688,1922,1101000
4819,03/12/2019,689,1922,1473120
5113,12/12/2019,689,1922,1534500
5278,17/12/2019,689,1922,3046152.3
5679,24/12/2019,689,1922,5376021
5899,26/12/2019,689,1922,138579.2
5394,19/12/2019,690,1922,322000
3335,21/10/2019,691,1923,180000
4423,25/11/2019,691,1923,168000
5335,18/12/2019,691,1923,168000
4002,12/11/2019,692,1924,9585.08
4521,27/11/2019,693,1925,100000
2302,30/08/2019,694,1926,180840
2946,29/09/2019,694,1926,20000
3471,23/10/2019,694,1926,101203
3878,06/11/2019,694,1926,252626
5348,19/12/2019,694,1926,262706
5935,27/12/2019,694,1926,123400
4199,19/11/2019,695,1927,117850.13
3555,24/10/2019,696,1928,72700
4525,27/11/2019,696,1928,37900
4826,04/12/2019,696,1928,370
4703,29/11/2019,697,1928,623876
6191,30/12/2019,698,1929,251520
1027,18/06/2019,699,1930,311500
1347,09/07/2019,699,1930,350000
1853,09/08/2019,699,1930,402500
2519,16/09/2019,699,1930,444500
3455,22/10/2019,699,1930,472500
4268,21/11/2019,699,1930,479500
5280,17/12/2019,699,1930,500500
3532,23/10/2019,700,1931,33550
4416,25/11/2019,700,1931,75580
5006,10/12/2019,700,1931,109433
5528,23/12/2019,701,1932,207217
5643,24/12/2019,702,1932,206672
5541,23/12/2019,703,1932,453909
5543,23/12/2019,704,1932,505866
5547,23/12/2019,705,1932,556206
4542,27/11/2019,706,1933,200000
5962,27/12/2019,706,1933,100000
4543,27/11/2019,707,1933,150000
5853,26/12/2019,707,1933,537500
4624,28/11/2019,708,1933,216000
5747,25/12/2019,708,1933,486000
5856,26/12/2019,708,1933,70000
5093,12/12/2019,709,1933,295800
6151,29/12/2019,709,1933,193800
5561,23/12/2019,710,1933,57200
5854,26/12/2019,711,1933,173400
5562,23/12/2019,712,1933,606500
5746,25/12/2019,712,1933,506000
5963,27/12/2019,713,1933,1524000
3620,24/10/2019,714,1934,536465
3922,07/11/2019,715,1934,129858
1377,11/07/2019,715,2146,207711
1898,13/08/2019,715,2146,100000
2181,27/08/2019,715,2146,133000
2330,30/08/2019,715,2146,100000
3034,08/10/2019,715,2146,209528
4493,26/11/2019,716,1934,48398.63
5595,23/12/2019,716,1934,80157.56
3706,28/10/2019,717,1935,58000
6032,27/12/2019,717,1935,125000
2416,09/09/2019,718,1936,64997.5
3039,09/10/2019,718,1936,102351.6
3332,21/10/2019,718,1936,112030
3467,23/10/2019,718,1936,125420
4066,14/11/2019,718,1936,135590
4067,14/11/2019,718,1936,
5074,12/12/2019,718,1936,134867.7
3677,25/10/2019,719,1937,35573
4345,23/11/2019,719,1937,24715
5167,13/12/2019,719,1937,36105
4341,23/11/2019,720,1937,1360500
4342,23/11/2019,720,1937,
4343,23/11/2019,720,1937,
6123,29/12/2019,720,1937,942400
5801,25/12/2019,721,1937,8969.25
6031,27/12/2019,722,1937,3500
6165,29/12/2019,723,1937,30000
634,13/05/2019,724,1938,150000
1480,22/07/2019,724,1938,200000
981,13/06/2019,725,1938,41400
1442,18/07/2019,725,1938,51600
2228,28/08/2019,725,1938,103200
3461,22/10/2019,725,1938,103200
5913,26/12/2019,725,1938,103200
3533,23/10/2019,726,1939,112074
4154,18/11/2019,726,1939,71973.36
3454,22/10/2019,727,1940,503535.1
3238,16/10/2019,728,1941,10000
5795,25/12/2019,729,1942,1674150
4758,29/11/2019,730,1943,2480000
4889,05/12/2019,731,1943,802525.66
2510,16/09/2019,732,1944,86000
1601,27/07/2019,733,1945,238971
2116,26/08/2019,733,1945,206413.9
2704,24/09/2019,733,1945,218284.3
3691,28/10/2019,733,1945,174569.77
3714,29/10/2019,733,1945,505117.75
4289,22/11/2019,733,1990,120644.19
4700,29/11/2019,733,1990,392503.03
5934,27/12/2019,733,1990,86561.87
6128,29/12/2019,733,1990,139734.68
2066,23/08/2019,734,1946,20473
2114,26/08/2019,734,1946,40535
2344,02/09/2019,734,1946,21460
3781,31/10/2019,735,1946,4574.47
3873,06/11/2019,735,1946,4541.53
4088,15/11/2019,735,1946,4255
5933,27/12/2019,735,1946,51914.83
3931,08/11/2019,736,1946,8510.64
4166,19/11/2019,736,1946,8510.64
4363,25/11/2019,737,1946,12234
4896,06/12/2019,737,1946,12022
6189,30/12/2019,737,1946,11170
1691,30/07/2019,738,1947,127001.7
2135,26/08/2019,738,1947,292500
2794,25/09/2019,738,1947,487499.22
4647,28/11/2019,738,1947,423053.6
1792,06/08/2019,739,1947,73212.1
4648,28/11/2019,739,1947,142708.95
5471,20/12/2019,739,1947,187639
2279,29/08/2019,740,1947,52920
2496,12/09/2019,740,1947,96968.7
2598,19/09/2019,740,1947,93656
2628,20/09/2019,740,1947,30384
2838,26/09/2019,740,1947,27875
3365,21/10/2019,740,1947,198208.26
3510,23/10/2019,740,1947,75327
4399,25/11/2019,740,1947,55250
3947,08/11/2019,741,1947,248833.69
146,25/02/2019,742,1948,99014.5
233,20/03/2019,742,1948,67122.75
437,17/04/2019,742,1948,53875
1675,30/07/2019,742,1948,369002.5
147,25/02/2019,743,1948,77785.5
249,22/03/2019,744,1948,270292.7
387,10/04/2019,744,1948,489260
637,14/05/2019,744,1948,2310
638,14/05/2019,744,1948,424570
726,23/05/2019,744,1948,1491
927,10/06/2019,744,1948,483260
1352,10/07/2019,744,1948,522090
1774,06/08/2019,744,1948,565186
2525,17/09/2019,744,1948,644677
3203,15/10/2019,744,1948,662699
4281,22/11/2019,744,1948,208375
5289,18/12/2019,744,1948,123235
1181,27/06/2019,745,1948,93800
1295,04/07/2019,746,1948,202838.3
5829,26/12/2019,746,1948,202838.3
1627,29/07/2019,747,1948,552499.2
1955,19/08/2019,747,1948,19600
1795,07/08/2019,748,1948,339030
5711,25/12/2019,748,1948,201750
2117,26/08/2019,749,1948,301800
2305,30/08/2019,750,1948,250920
2307,30/08/2019,751,1948,181000
4706,29/11/2019,752,1948,50000
4830,04/12/2019,752,1948,165000
4824,04/12/2019,753,1948,100000
4921,06/12/2019,754,1948,667300
5079,12/12/2019,755,1948,1032500
5710,25/12/2019,756,1948,289300
5825,26/12/2019,757,1948,210000
6056,28/12/2019,757,1948,40000
6235,31/12/2019,758,1948,1200000
318,28/03/2019,759,1949,168000
333,29/03/2019,760,1949,43510
461,23/04/2019,760,1949,43510
5946,27/12/2019,760,1949,43510
335,29/03/2019,761,1949,66600
1094,24/06/2019,762,1951,9600
1205,27/06/2019,762,1951,8960
1127,25/06/2019,763,1951,271930
1327,08/07/2019,763,1951,218170
2002,20/08/2019,763,1951,98785
3251,16/10/2019,763,1951,267890
3983,11/11/2019,763,2108,194780
5101,12/12/2019,763,2108,292170
1283,02/07/2019,764,1951,150000
1412,16/07/2019,764,1951,155400
1966,19/08/2019,764,1951,83655
2273,29/08/2019,764,1951,321195
3057,09/10/2019,764,1951,264975
4052,13/11/2019,764,1951,238590
5879,26/12/2019,764,1951,250050
1498,23/07/2019,765,1951,122320
3030,08/10/2019,765,1951,574000
3915,07/11/2019,765,1951,1131000
1563,25/07/2019,766,1951,361088.35
2001,20/08/2019,766,1951,188499.95
2684,23/09/2019,766,1951,389241.6
3432,22/10/2019,766,1951,567673.45
4148,18/11/2019,766,1951,674385.05
5660,24/12/2019,766,1951,778087.05
1968,19/08/2019,767,1951,223707.5
2898,27/09/2019,767,1951,251465
3600,24/10/2019,767,1951,299886.9
4733,29/11/2019,767,1951,171696.8
5572,23/12/2019,767,1951,242078.65
1969,19/08/2019,768,1951,103054.62
3576,24/10/2019,769,1952,536400
4623,28/11/2019,769,1952,800800
5965,27/12/2019,769,1952,1279800
2337,30/08/2019,770,1953,202700
2553,17/09/2019,770,1953,192900
975,13/06/2019,771,1954,120649
5577,23/12/2019,772,1955,192500
3519,23/10/2019,772,2089,179600
4321,22/11/2019,772,2089,127900
5578,23/12/2019,773,1955,93500
3520,23/10/2019,773,2089,248880
5579,23/12/2019,774,1955,204000
3604,24/10/2019,774,2089,183550
4320,22/11/2019,774,2089,184100
3707,28/10/2019,775,1956,279600
3992,11/11/2019,775,1956,667540
4580,27/11/2019,776,1956,20506
5900,26/12/2019,776,1956,96085
4272,21/11/2019,777,1956,52800
4661,28/11/2019,778,1956,125000
6025,27/12/2019,779,1956,133000
501,25/04/2019,780,1957,102080
2407,06/09/2019,781,1958,500136
3046,09/10/2019,781,1958,500000
3908,07/11/2019,781,1958,500000
4867,05/12/2019,781,1958,600950
2755,25/09/2019,782,1959,2004750
5499,23/12/2019,782,1959,2004300
5691,25/12/2019,782,1959,1506800
2758,25/09/2019,783,1959,604800
2861,27/09/2019,784,1959,1000000
4510,27/11/2019,784,1959,1806842.5
2937,29/09/2019,785,1959,100000
2942,29/09/2019,786,1959,1930170
3750,30/10/2019,786,1959,1518600
4691,29/11/2019,786,1959,1428100
2943,29/09/2019,787,1959,916000
4692,29/11/2019,787,1959,1369620
3147,12/10/2019,788,1959,2564025.5
5695,25/12/2019,788,1959,1596830.87
6122,29/12/2019,788,1959,3014975.72
3300,18/10/2019,789,1959,85098.17
3401,22/10/2019,789,1959,405070.8
3905,07/11/2019,789,1959,165744.8
3906,07/11/2019,789,1959,196298
4360,25/11/2019,789,1959,130957.84
4931,09/12/2019,789,1959,136441.2
5170,16/12/2019,789,1959,197478
5515,23/12/2019,789,1959,192120
5924,27/12/2019,789,1959,179247.66
3751,30/10/2019,790,1959,76500
4439,26/11/2019,790,1959,70796
3792,01/11/2019,791,1959,120285.4
4440,26/11/2019,791,1959,100390.4
4087,15/11/2019,792,1959,207417.44
4119,18/11/2019,793,1959,785869.36
4120,18/11/2019,793,1959,
4121,18/11/2019,793,1959,
4164,19/11/2019,794,1959,164700
4438,26/11/2019,795,1959,2986354
6116,29/12/2019,795,1959,1134540
4441,26/11/2019,796,1959,271330
5927,27/12/2019,796,1959,77100
4694,29/11/2019,797,1959,524140
4695,29/11/2019,797,1959,1807140
6046,28/12/2019,797,1959,838190
4696,29/11/2019,798,1959,8088500
5920,27/12/2019,799,1959,1502500
4763,02/12/2019,800,1959,829121
5503,23/12/2019,800,1959,129940
5018,11/12/2019,801,1959,4231500
5125,13/12/2019,802,1959,938536.34
6174,30/12/2019,803,1959,408930
5233,17/12/2019,804,1959,500600
5818,26/12/2019,804,1959,1081995
5342,19/12/2019,805,1959,405345
5287,18/12/2019,806,1959,307239.66
5693,25/12/2019,807,1959,417289.81
5817,26/12/2019,808,1959,285600
5922,27/12/2019,809,1959,1008000
5604,24/12/2019,810,1959,14000
5605,24/12/2019,811,1959,2004750
5820,26/12/2019,812,1959,485859.8
6041,28/12/2019,813,1959,900000
6117,29/12/2019,813,1959,4558
4860,05/12/2019,814,1959,4322584
6118,29/12/2019,814,1959,3850623
6175,30/12/2019,815,1959,816320
4932,09/12/2019,816,1959,108645
5509,23/12/2019,817,1959,193600
5511,23/12/2019,818,1959,161600
6045,28/12/2019,819,1959,976320
6047,28/12/2019,820,1959,606275.4
5078,12/12/2019,821,1959,286835
6181,30/12/2019,822,1959,1027332
6183,30/12/2019,823,1959,104126.98
6185,30/12/2019,824,1959,202390
6186,30/12/2019,825,1959,391500
5944,27/12/2019,826,1960,2480000
5945,27/12/2019,827,1960,1500000
3621,24/10/2019,828,1961,52000
2617,20/09/2019,829,1962,621300
4241,21/11/2019,829,1962,1012000
5510,23/12/2019,829,1962,891200
5404,19/12/2019,830,1962,1002690.8
567,30/04/2019,831,1963,492378
1057,20/06/2019,832,1963,280955.36
1793,06/08/2019,832,1963,326059.5
5188,16/12/2019,832,2056,500883.4
1120,25/06/2019,833,1963,48000
1904,14/08/2019,834,1964,455150.2
2102,24/08/2019,834,1964,1410699
1301,05/07/2019,835,1965,67000
5644,24/12/2019,836,1965,103958.15
854,30/05/2019,836,2010,36937.4
1228,28/06/2019,836,2010,41372.6
2961,29/09/2019,836,2010,47789.9
3047,09/10/2019,836,2010,123166.95
353,29/03/2019,837,1966,311190
1770,05/08/2019,837,1966,202500
1975,19/08/2019,837,1966,450000
2143,26/08/2019,837,1966,300000
2913,27/09/2019,837,1966,708000
3708,28/10/2019,837,1966,696000
1164,26/06/2019,838,1966,304000
1200,27/06/2019,839,1966,296860.75
1389,12/07/2019,839,1966,296860.75
1395,15/07/2019,839,1966,296860.75
1991,20/08/2019,839,1966,59644.89
2020,21/08/2019,839,1966,100779.74
2365,03/09/2019,839,1966,6599.08
3353,21/10/2019,839,1966,274138.75
3974,11/11/2019,839,1966,0.01
4953,09/12/2019,839,1966,147705.65
5858,26/12/2019,839,1966,114301.74
5968,27/12/2019,839,1966,465550.39
1236,28/06/2019,840,1966,170000
1457,19/07/2019,840,1966,450000
1993,20/08/2019,840,1966,250000
2469,11/09/2019,840,1966,550000
3278,17/10/2019,840,1966,481400
4139,18/11/2019,840,1966,359600
5150,13/12/2019,840,1966,550400
5300,18/12/2019,840,1966,55000
1237,28/06/2019,841,1966,100000
3316,18/10/2019,841,1966,71000
3492,23/10/2019,841,1966,49000
3830,04/11/2019,841,1966,107500
6066,28/12/2019,841,1966,226000
1238,28/06/2019,842,1966,133890
1494,23/07/2019,842,1966,152870
2085,23/08/2019,842,1966,198450
2622,20/09/2019,842,1966,201950
3245,16/10/2019,842,1966,200450
3972,11/11/2019,842,1966,39060
4179,19/11/2019,842,1966,258700
5203,16/12/2019,842,1966,343900
5750,25/12/2019,842,1966,100800
5966,27/12/2019,842,1966,107300
1406,16/07/2019,843,1966,85960
2623,20/09/2019,843,1966,105000
1463,19/07/2019,844,1966,304760
1794,06/08/2019,844,1966,257690
2385,04/09/2019,844,1966,258235
3142,11/10/2019,844,1966,261127
3886,06/11/2019,844,1966,250375
4952,09/12/2019,844,1966,260289
1528,24/07/2019,845,1966,110000
2163,27/08/2019,845,1966,110000
2831,26/09/2019,845,1966,122000
3650,25/10/2019,845,1966,119820
4388,25/11/2019,845,1966,158000
5564,23/12/2019,845,1966,158000
1659,29/07/2019,846,1966,63700
2644,21/09/2019,846,1966,74400
4545,27/11/2019,846,1966,78300
4723,29/11/2019,846,1966,51000
5563,23/12/2019,846,1966,57950
1660,29/07/2019,847,1966,83000
2294,29/08/2019,847,1966,52000
2995,29/09/2019,847,1966,71500
1701,30/07/2019,848,1966,90000
2334,30/08/2019,848,1966,63000
5202,16/12/2019,848,1966,93500
1716,31/07/2019,849,1966,28000
3744,29/10/2019,849,1966,56000
4546,27/11/2019,849,1966,36000
1992,20/08/2019,850,1966,300000
2084,23/08/2019,850,1966,100000
2721,24/09/2019,850,1966,350000
2314,30/08/2019,851,1966,65000
2829,26/09/2019,852,1966,1948867.19
3493,23/10/2019,852,1966,659450
4306,22/11/2019,852,1966,899549.75
6067,28/12/2019,852,1966,5569200
2830,26/09/2019,853,1966,165000
3651,25/10/2019,853,1966,107000
5751,25/12/2019,853,1966,232000
2881,27/09/2019,854,1966,51000
3696,28/10/2019,854,1966,108000
2971,29/09/2019,855,1966,103210
4307,22/11/2019,856,1966,55000
5463,20/12/2019,856,1966,82500
6068,28/12/2019,856,1966,756850
4461,26/11/2019,857,1966,165000
5042,11/12/2019,858,1966,837000
5151,13/12/2019,858,1966,351000
5149,13/12/2019,859,1966,138800
5860,26/12/2019,860,1966,50000
5967,27/12/2019,861,1966,185000
4666,28/11/2019,862,1967,30294.53
6159,29/12/2019,862,1967,8718.49
1422,17/07/2019,863,1968,262444.8
1545,25/07/2019,863,1968,271866.4
1834,09/08/2019,863,1968,984723.6
1934,16/08/2019,863,1968,177282
1980,20/08/2019,863,1968,170591.2
2112,26/08/2019,863,1968,204661.6
2193,28/08/2019,863,1968,423163
2389,05/09/2019,863,1968,593424
2760,25/09/2019,863,1968,147045
2936,29/09/2019,863,1968,161174.2
5928,27/12/2019,863,1968,26644.8
6061,28/12/2019,864,1969,4507200
6023,27/12/2019,865,1971,1003600
2858,27/09/2019,866,1972,48640
5611,24/12/2019,867,1972,68951.5
4058,13/11/2019,868,1973,124895.09
4228,20/11/2019,868,1973,6304.35
4331,22/11/2019,868,1973,41494.75
4414,25/11/2019,868,1973,3599.4
4486,26/11/2019,868,1973,2678400
4753,29/11/2019,868,1973,86400
6026,27/12/2019,868,2050,3456000
5164,13/12/2019,869,1973,139500
6065,28/12/2019,870,1974,426240
3538,23/10/2019,871,1976,986700
6178,30/12/2019,872,1977,160127.12
6184,30/12/2019,872,1977,120932.2
6179,30/12/2019,873,1977,129385.6
6182,30/12/2019,873,1977,371663.14
4411,25/11/2019,874,1978,270000
5681,24/12/2019,874,1978,890601.52
5787,25/12/2019,874,1978,394921.48
1046,20/06/2019,875,1979,308687.21
2236,29/08/2019,875,1979,303256.03
3110,11/10/2019,875,1979,303256.03
1704,31/07/2019,876,1979,585000
3469,23/10/2019,876,1979,1006000
1880,13/08/2019,877,1979,350000
2417,09/09/2019,877,1979,350000
3165,14/10/2019,877,1979,400000
2150,27/08/2019,878,1979,5000
2458,11/09/2019,878,1979,840
2618,20/09/2019,879,1979,479543.54
3173,14/10/2019,879,1979,625617.85
4165,19/11/2019,879,1979,649236.3
4895,06/12/2019,879,1979,364792.87
3111,11/10/2019,880,1979,1271160
3268,17/10/2019,881,1979,505200
3402,22/10/2019,882,1979,35000
3928,08/11/2019,882,1979,322700
3929,08/11/2019,882,1979,
3930,08/11/2019,882,1979,
4242,21/11/2019,882,1979,42600
4764,02/12/2019,882,1979,210000
831,29/05/2019,883,1980,30816
3175,14/10/2019,883,1980,22948
4480,26/11/2019,884,1981,82810
4581,27/11/2019,885,1981,100000
5421,19/12/2019,886,1981,2203697.54
5907,26/12/2019,886,1981,1918694.26
6160,29/12/2019,886,1981,1841278.93
847,30/05/2019,887,1982,34332.75
1102,25/06/2019,887,1982,34332.75
1144,26/06/2019,887,1982,46003.6
1274,02/07/2019,887,1982,34332.75
1207,27/06/2019,888,1983,300000
1649,29/07/2019,888,1983,291000
1218,27/06/2019,889,1983,358200
1661,29/07/2019,890,1983,400000
1699,30/07/2019,891,1983,1750000
2332,30/08/2019,891,1983,1107000
1700,30/07/2019,892,1983,302900
1702,30/07/2019,893,1983,150000
2293,29/08/2019,893,1983,24000
2216,28/08/2019,894,1983,176000
2901,27/09/2019,894,1983,176000
3607,24/10/2019,894,1983,234000
